1757	chrX	153617402	153619294	CpG: 201	1892	201	1321	21.2	69.8	0.87
1757	chrX	153626095	153627324	CpG: 106	1229	106	747	17.2	60.8	0.93
1757	chrX	153639734	153640675	CpG: 93	941	93	642	19.8	68.2	0.85
1757	chrX	153656733	153657363	CpG: 64	630	64	419	20.3	66.5	0.93
1757	chrX	153664761	153666065	CpG: 129	1304	129	802	19.8	61.5	1.05
1757	chrX	153672274	153673020	CpG: 67	746	67	444	18	59.5	1.03
1757	chrX	153686094	153687124	CpG: 88	1030	88	597	17.1	58	1.03
1757	chrX	153688592	153688860	CpG: 22	268	22	179	16.4	66.8	0.74
1757	chrX	153692168	153692596	CpG: 32	428	32	302	15	70.6	0.6
1757	chrX	153694352	153694774	CpG: 34	422	34	289	16.1	68.5	0.69
1757	chrX	153695618	153695844	CpG: 18	226	18	154	15.9	68.1	0.69
1757	chrX	153696501	153696868	CpG: 30	367	30	248	16.3	67.6	0.74
1757	chrX	153706928	153707816	CpG: 94	888	94	627	21.2	70.6	0.88
1757	chrX	153714288	153715375	CpG: 102	1087	102	684	18.8	62.9	0.95
1757	chrX	153718654	153719455	CpG: 79	801	79	550	19.7	68.7	0.84
1757	chrX	153734989	153735205	CpG: 19	216	19	154	17.6	71.3	0.7
1757	chrX	153744211	153744831	CpG: 63	620	63	439	20.3	70.8	0.81
1757	chrX	153745523	153745735	CpG: 16	212	16	148	15.1	69.8	0.69
1758	chrX	153774893	153776136	CpG: 138	1243	138	838	22.2	67.4	0.98
1758	chrX	153788534	153788802	CpG: 29	268	29	201	21.6	75	0.77
1758	chrX	153872124	153872392	CpG: 29	268	29	201	21.6	75	0.77
1759	chrX	153978838	153979650	CpG: 69	812	69	447	17	55	1.12
1759	chrX	153990840	153991831	CpG: 105	991	105	685	21.2	69.1	0.89
1760	chrX	154033366	154033935	CpG: 61	569	61	405	21.4	71.2	0.85
1760	chrX	154113124	154113566	CpG: 42	442	42	292	19	66.1	0.87
1760	chrX	154114391	154115523	CpG: 131	1132	131	770	23.1	68	1
1761	chrX	154254915	154255696	CpG: 80	781	80	471	20.5	60.3	1.13
1762	chrX	154299062	154299795	CpG: 62	733	62	374	16.9	51	1.31
1763	chrX	154493303	154493907	CpG: 52	604	52	389	17.2	64.4	0.83
1764	chrX	154610235	154610677	CpG: 41	442	41	291	18.6	65.8	0.86
1764	chrX	154611505	154612637	CpG: 131	1132	131	771	23.1	68.1	1
1765	chrX	154687387	154688519	CpG: 131	1132	131	771	23.1	68.1	1
1765	chrX	154689346	154689788	CpG: 41	442	41	291	18.6	65.8	0.86
1766	chrX	154842112	154842719	CpG: 44	607	44	400	14.5	65.9	0.68
1768	chrX	155110788	155111177	CpG: 36	389	36	257	18.5	66.1	0.85
1769	chrX	155246260	155246568	CpG: 29	308	29	190	18.8	61.7	0.99
585	chrY	14181	14793	CpG: 62	612	62	404	20.3	66	0.97
585	chrY	19133	20029	CpG: 100	896	100	622	22.3	69.4	0.96
585	chrY	98685	99461	CpG: 85	776	85	536	21.9	69.1	0.94
585	chrY	116504	117721	CpG: 96	1217	96	820	15.8	67.4	0.84
585	chrY	120414	120686	CpG: 27	272	27	179	19.9	65.8	0.94
585	chrY	121659	121867	CpG: 20	208	20	135	19.2	64.9	0.92
585	chrY	122618	122915	CpG: 27	297	27	198	18.2	66.7	0.82
585	chrY	127893	128100	CpG: 16	207	16	139	15.5	67.1	0.7
586	chrY	134481	134697	CpG: 22	216	22	143	20.4	66.2	0.93
586	chrY	142378	143776	CpG: 102	1398	102	958	14.6	68.5	0.63
586	chrY	155322	155553	CpG: 19	231	19	146	16.5	63.2	0.82
586	chrY	159708	159950	CpG: 18	242	18	160	14.9	66.1	0.68
586	chrY	165714	166032	CpG: 34	318	34	207	21.4	65.1	1.01
586	chrY	171534	171828	CpG: 23	294	23	195	15.6	66.3	0.71
586	chrY	174019	174578	CpG: 47	559	47	382	16.8	68.3	0.72
586	chrY	177531	178511	CpG: 81	980	81	665	16.5	67.9	0.72
586	chrY	179278	179906	CpG: 55	628	55	424	17.5	67.5	0.77
586	chrY	180761	181131	CpG: 35	370	35	255	18.9	68.9	0.81
586	chrY	234843	235050	CpG: 16	207	16	142	15.5	68.6	0.68
586	chrY	238533	238881	CpG: 29	348	29	244	16.7	70.1	0.68
586	chrY	241398	245968	CpG: 310	4570	310	3039	13.6	66.5	0.61
586	chrY	248171	248549	CpG: 34	378	34	245	18	64.8	0.86
586	chrY	249012	249910	CpG: 75	898	75	512	16.7	57	1.03
586	chrY	251585	258671	CpG: 563	7086	563	4705	15.9	66.4	0.73
586	chrY	261035	262001	CpG: 76	966	76	644	15.7	66.7	0.73
587	chrY	262986	263626	CpG: 53	640	53	405	16.6	63.3	0.83
587	chrY	268668	269872	CpG: 103	1204	103	799	17.1	66.4	0.78
587	chrY	271990	272415	CpG: 39	425	39	273	18.4	64.2	0.9
587	chrY	273953	274489	CpG: 40	536	40	349	14.9	65.1	0.91
587	chrY	280294	280672	CpG: 32	378	32	259	16.9	68.5	0.73
587	chrY	281056	281299	CpG: 19	243	19	169	15.6	69.5	0.65
587	chrY	281505	282418	CpG: 65	913	65	605	14.2	66.3	0.66
587	chrY	283803	285122	CpG: 112	1319	112	736	17	55.8	1.09
587	chrY	286269	286580	CpG: 22	311	22	194	14.1	62.4	0.74
587	chrY	296966	298202	CpG: 149	1236	149	843	24.1	68.2	1.05
587	chrY	316638	316910	CpG: 23	272	23	165	16.9	60.7	0.92
587	chrY	317371	319648	CpG: 203	2277	203	1350	17.8	59.3	1.02
587	chrY	324179	324396	CpG: 19	217	19	142	17.5	65.4	0.82
587	chrY	329703	330371	CpG: 51	668	51	442	15.3	66.2	0.72
587	chrY	338271	339097	CpG: 68	826	68	528	16.5	63.9	0.81
587	chrY	344577	344910	CpG: 27	333	27	201	16.2	60.4	0.9
587	chrY	348180	348704	CpG: 38	524	38	304	14.5	58	0.87
587	chrY	371768	371981	CpG: 20	213	20	144	18.8	67.6	0.83
587	chrY	386912	387182	CpG: 20	270	20	148	14.8	54.8	0.99
588	chrY	408129	408355	CpG: 21	226	21	144	18.6	63.7	0.95
588	chrY	410911	411483	CpG: 40	572	40	326	14	57	0.86
589	chrY	529673	531262	CpG: 112	1589	112	1049	14.1	66	0.65
589	chrY	534563	535326	CpG: 66	763	66	507	17.3	66.4	0.79
589	chrY	540429	542197	CpG: 171	1768	171	1151	19.3	65.1	0.91
589	chrY	542623	542973	CpG: 34	350	34	221	19.4	63.1	0.98
589	chrY	544727	545677	CpG: 80	950	80	557	16.8	58.6	0.98
589	chrY	552790	553427	CpG: 51	637	51	421	16	66.1	0.75
589	chrY	554823	555637	CpG: 71	814	71	519	17.4	63.8	0.86
589	chrY	572936	573171	CpG: 17	235	17	123	14.5	52.3	1.06
589	chrY	574617	574839	CpG: 17	222	17	129	15.3	58.1	0.94
590	chrY	701684	701902	CpG: 17	218	17	129	15.6	59.2	0.89
591	chrY	816619	816847	CpG: 16	228	16	143	14	62.7	0.72
594	chrY	1271202	1271433	CpG: 20	231	20	140	17.3	60.6	0.95
595	chrY	1363206	1363503	CpG: 23	297	23	186	15.5	62.6	0.8
595	chrY	1421067	1421357	CpG: 27	290	27	182	18.6	62.8	0.95
596	chrY	1455258	1455709	CpG: 32	451	32	270	14.2	59.9	0.79
596	chrY	1456139	1456487	CpG: 36	348	36	240	20.7	69	0.88
596	chrY	1458128	1458426	CpG: 29	298	29	193	19.5	64.8	0.93
596	chrY	1460501	1461838	CpG: 173	1337	173	995	25.9	74.4	0.94
596	chrY	1487880	1488140	CpG: 21	260	21	178	16.2	68.5	0.7
596	chrY	1496663	1497002	CpG: 32	339	32	229	18.9	67.6	0.83
596	chrY	1501125	1501374	CpG: 19	249	19	160	15.3	64.3	0.74
596	chrY	1503851	1504115	CpG: 20	264	20	158	15.2	59.8	0.85
596	chrY	1507953	1508352	CpG: 35	399	35	250	17.5	62.7	0.91
596	chrY	1511933	1512774	CpG: 62	841	62	502	14.7	59.7	0.92
596	chrY	1521573	1521949	CpG: 46	376	46	279	24.5	74.2	0.91
596	chrY	1522351	1522610	CpG: 23	259	23	179	17.8	69.1	0.86
596	chrY	1522930	1523350	CpG: 38	420	38	305	18.1	72.6	0.74
596	chrY	1534434	1535573	CpG: 103	1139	103	739	18.1	64.9	0.87
597	chrY	1605879	1606123	CpG: 19	244	19	156	15.6	63.9	0.77
597	chrY	1660353	1661034	CpG: 56	681	56	388	16.4	57	1.09
597	chrY	1662666	1663163	CpG: 40	497	40	315	16.1	63.4	0.8
597	chrY	1667005	1670627	CpG: 252	3622	252	2391	13.9	66	0.64
598	chrY	1729153	1729360	CpG: 19	207	19	128	18.4	61.8	0.97
602	chrY	2356770	2358703	CpG: 133	1933	133	1226	13.8	63.4	0.69
602	chrY	2358858	2359070	CpG: 17	212	17	131	16	61.8	0.85
603	chrY	2368369	2368962	CpG: 55	593	55	318	18.5	53.6	1.31
603	chrY	2451453	2452646	CpG: 105	1193	105	733	17.6	61.4	0.94
603	chrY	2477106	2477697	CpG: 70	591	70	442	23.7	74.8	0.85
604	chrY	2558970	2560120	CpG: 101	1150	101	748	17.6	65	0.83
605	chrY	2657802	2658099	CpG: 29	297	29	192	19.5	64.6	0.93
606	chrY	2802964	2804283	CpG: 145	1319	145	907	22	68.8	0.93
622	chrY	4867956	4868586	CpG: 43	630	43	410	13.7	65.1	0.65
622	chrY	4870744	4871225	CpG: 45	481	45	321	18.7	66.7	0.85
631	chrY	6114064	6114584	CpG: 41	520	41	371	15.8	71.3	0.66
631	chrY	6133645	6133958	CpG: 25	313	25	222	16	70.9	0.64
631	chrY	6134498	6134748	CpG: 23	250	23	180	18.4	72	0.72
632	chrY	6173546	6173839	CpG: 25	293	25	185	17.1	63.1	0.86
633	chrY	6388383	6388652	CpG: 20	269	20	182	14.9	67.7	0.66
636	chrY	6778574	6780028	CpG: 143	1454	143	974	19.7	67	0.88
639	chrY	7141521	7143224	CpG: 157	1703	157	1131	18.4	66.4	0.84
641	chrY	7428179	7428424	CpG: 20	245	20	162	16.3	66.1	0.75
647	chrY	8147877	8148210	CpG: 23	333	23	217	13.8	65.2	0.65
654	chrY	9174129	9174443	CpG: 25	314	25	223	15.9	71	0.64
81	chrY	9174873	9175189	CpG: 28	316	28	230	17.7	72.8	0.68
655	chrY	9193597	9194776	CpG: 74	1179	74	771	12.6	65.4	0.6
655	chrY	9195206	9195726	CpG: 39	520	39	371	15	71.3	0.63
655	chrY	9213875	9214138	CpG: 21	263	21	164	16	62.4	0.83
655	chrY	9215484	9216005	CpG: 40	521	40	374	15.4	71.8	0.64
655	chrY	9234221	9235400	CpG: 75	1179	75	773	12.7	65.6	0.61
655	chrY	9235830	9236350	CpG: 40	520	40	372	15.4	71.5	0.64
655	chrY	9302757	9303020	CpG: 21	263	21	164	16	62.4	0.83
655	chrY	9303622	9303934	CpG: 26	312	26	221	16.7	70.8	0.67
655	chrY	9304474	9305072	CpG: 44	598	44	418	14.7	69.9	0.63
656	chrY	9323067	9324246	CpG: 74	1179	74	772	12.6	65.5	0.6
656	chrY	9324676	9324992	CpG: 28	316	28	231	17.7	73.1	0.67
656	chrY	9343351	9343614	CpG: 21	263	21	164	16	62.4	0.83
656	chrY	9344215	9344529	CpG: 25	314	25	224	15.9	71.3	0.63
656	chrY	9344959	9345275	CpG: 28	316	28	231	17.7	73.1	0.67
656	chrY	9363680	9363943	CpG: 21	263	21	164	16	62.4	0.83
656	chrY	9364545	9364859	CpG: 25	314	25	223	15.9	71	0.64
656	chrY	9365289	9365809	CpG: 40	520	40	372	15.4	71.5	0.64
656	chrY	9385471	9385777	CpG: 25	306	25	214	16.3	69.9	0.67
657	chrY	9478175	9478445	CpG: 20	270	20	181	14.8	67	0.67
659	chrY	9706548	9706841	CpG: 25	293	25	184	17.1	62.8	0.87
659	chrY	9745559	9745993	CpG: 36	434	36	311	16.6	71.7	0.67
660	chrY	9930123	9930391	CpG: 24	268	24	181	17.9	67.5	0.79
660	chrY	9930610	9930979	CpG: 38	369	38	269	20.6	72.9	0.8
661	chrY	10032933	10034686	CpG: 148	1753	148	1208	16.9	68.9	0.72
661	chrY	10036737	10037179	CpG: 32	442	32	294	14.5	66.5	0.65
686	chrY	13263440	13263736	CpG: 30	296	30	217	20.3	73.3	0.76
686	chrY	13324743	13324986	CpG: 21	243	21	173	17.3	71.2	0.68
686	chrY	13328678	13329051	CpG: 34	373	34	264	18.2	70.8	0.73
687	chrY	13370336	13370718	CpG: 29	382	29	266	15.2	69.6	0.65
687	chrY	13462591	13463914	CpG: 92	1323	92	892	13.9	67.4	0.61
687	chrY	13470631	13471733	CpG: 75	1102	75	733	13.6	66.5	0.62
687	chrY	13477252	13478448	CpG: 85	1196	85	803	14.2	67.1	0.63
687	chrY	13488004	13489328	CpG: 104	1324	104	910	15.7	68.7	0.67
688	chrY	13585173	13586108	CpG: 87	935	87	624	18.6	66.7	0.85
691	chrY	13910043	13910469	CpG: 40	426	40	303	18.8	71.1	0.74
692	chrY	14074239	14075008	CpG: 68	769	68	520	17.7	67.6	0.77
692	chrY	14075675	14076160	CpG: 43	485	43	341	17.7	70.3	0.72
692	chrY	14077836	14078044	CpG: 16	208	16	129	15.4	62	0.81
692	chrY	14100002	14100593	CpG: 63	591	63	385	21.3	65.1	1.01
692	chrY	14107137	14107480	CpG: 26	343	26	221	15.2	64.4	0.73
695	chrY	14532115	14533600	CpG: 126	1485	126	1071	17	72.1	0.74
696	chrY	14649050	14649669	CpG: 56	619	56	400	18.1	64.6	0.87
699	chrY	15016544	15017298	CpG: 52	754	52	400	13.8	53.1	1.03
703	chrY	15591259	15591720	CpG: 33	461	33	256	14.3	55.5	0.94
705	chrY	15815488	15815779	CpG: 26	291	26	194	17.9	66.7	0.81
706	chrY	15863345	15864834	CpG: 128	1489	128	975	17.2	65.5	0.8
711	chrY	16635739	16636047	CpG: 22	308	22	187	14.3	60.7	0.79
711	chrY	16636290	16636991	CpG: 57	701	57	471	16.3	67.2	0.72
714	chrY	16941822	16942188	CpG: 32	366	32	215	17.5	58.7	1.01
719	chrY	17567579	17568617	CpG: 99	1038	99	695	19.1	67	0.85
734	chrY	19630217	19630478	CpG: 21	261	21	167	16.1	64	0.79
735	chrY	19671324	19671587	CpG: 19	263	19	173	14.4	65.8	0.69
735	chrY	19679723	19679935	CpG: 17	212	17	123	16	58	0.96
735	chrY	19691214	19691762	CpG: 39	548	39	352	14.2	64.2	0.69
741	chrY	20488010	20488557	CpG: 39	547	39	351	14.3	64.2	0.69
741	chrY	20499841	20500053	CpG: 17	212	17	123	16	58	0.96
741	chrY	20508190	20508452	CpG: 19	262	19	172	14.5	65.6	0.7
741	chrY	20549299	20549560	CpG: 21	261	21	167	16.1	64	0.79
746	chrY	21154603	21155040	CpG: 61	437	61	328	27.9	75.1	0.99
747	chrY	21238448	21240005	CpG: 133	1557	133	1062	17.1	68.2	0.74
750	chrY	21664481	21665063	CpG: 41	582	41	349	14.1	60	0.8
750	chrY	21729143	21729556	CpG: 33	413	33	260	16	63	0.82
758	chrY	22737825	22738052	CpG: 16	227	16	131	14.1	57.7	0.86
764	chrY	23566571	23566864	CpG: 25	293	25	191	17.1	65.2	0.8
765	chrY	23673039	23673337	CpG: 29	298	29	199	19.5	66.8	0.87
765	chrY	23696580	23696878	CpG: 29	298	29	199	19.5	66.8	0.87
768	chrY	24040559	24040857	CpG: 29	298	29	199	19.5	66.8	0.87
768	chrY	24064100	24064398	CpG: 29	298	29	199	19.5	66.8	0.87
770	chrY	24329015	24329313	CpG: 30	298	30	200	20.1	67.1	0.89
771	chrY	24454804	24455083	CpG: 24	279	24	185	17.2	66.3	0.78
772	chrY	24549398	24549695	CpG: 30	297	30	199	20.2	67	0.9
778	chrY	25345104	25345331	CpG: 21	227	21	161	18.5	70.9	0.77
778	chrY	25365503	25365730	CpG: 21	227	21	161	18.5	70.9	0.77
786	chrY	26351343	26352316	CpG: 76	973	76	672	15.6	69.1	0.66
790	chrY	26959489	26959716	CpG: 21	227	21	161	18.5	70.9	0.77
790	chrY	26979889	26980116	CpG: 21	227	21	162	18.5	71.4	0.76
795	chrY	27610115	27611088	CpG: 76	973	76	672	15.6	69.1	0.66
802	chrY	28555535	28555932	CpG: 32	397	32	252	16.1	63.5	0.82
804	chrY	28773315	28773544	CpG: 25	229	25	172	21.8	75.1	0.78
1036	chrY	59213794	59214183	CpG: 36	389	36	257	18.5	66.1	0.85
1037	chrY	59349266	59349574	CpG: 29	308	29	190	18.8	61.7	0.99
